Frame,Blur,Brightness,Contrast,Sharpness,Noise,Width,Height
motion_0031.jpg,2232.77,91.89,68.57,107.41,47.25,320,240
motion_0032.jpg,2173.31,90.21,70.01,104.15,46.62,320,240
motion_0033.jpg,2127.05,86.73,69.72,101.37,46.12,320,240
motion_0034.jpg,1753.6,81.92,69.46,92.82,41.88,320,240
motion_0035.jpg,1441.82,79.49,68.88,84.3,37.97,320,240
motion_0036.jpg,1472.71,75.0,66.16,83.45,38.38,320,240
motion_0037.jpg,1483.7,73.24,64.56,84.35,38.52,320,240
motion_0038.jpg,1506.25,73.48,66.08,83.7,38.81,320,240
motion_0039.jpg,1540.5,75.7,69.17,83.43,39.25,320,240
motion_0040.jpg,1551.59,77.71,71.02,84.09,39.39,320,240
motion_0041.jpg,1480.99,78.19,71.74,83.21,38.48,320,240
motion_0042.jpg,1432.86,78.42,71.23,80.95,37.85,320,240
motion_0043.jpg,1316.85,76.28,70.68,77.34,36.29,320,240
motion_0044.jpg,1268.66,75.4,69.23,76.39,35.62,320,240
motion_0045.jpg,1199.72,71.96,66.8,75.01,34.64,320,240
motion_0046.jpg,1165.08,70.64,65.89,73.87,34.13,320,240
motion_0047.jpg,1141.44,68.65,64.28,71.99,33.79,320,240
motion_0048.jpg,1124.13,66.93,62.65,71.77,33.53,320,240
motion_0049.jpg,1123.13,63.59,58.97,71.01,33.51,320,240
motion_0050.jpg,1128.78,61.5,56.22,71.47,33.6,320,240
motion_0051.jpg,1145.91,60.47,54.49,73.39,33.85,320,240
motion_0052.jpg,1156.34,60.96,53.95,75.64,34.01,320,240
motion_0053.jpg,1180.34,62.38,53.67,77.8,34.36,320,240
motion_0054.jpg,1210.08,63.55,52.66,80.2,34.79,320,240
motion_0055.jpg,1266.26,65.85,52.92,83.87,35.58,320,240
motion_0056.jpg,1365.24,67.57,53.15,87.8,36.95,320,240
motion_0057.jpg,1425.96,69.44,53.53,90.17,37.76,320,240
motion_0058.jpg,1451.32,71.4,54.04,91.01,38.1,320,240
motion_0059.jpg,1724.36,73.42,55.94,97.61,41.53,320,240
motion_0060.jpg,1798.44,75.92,56.97,99.74,42.41,320,240
motion_0061.jpg,1825.06,76.66,57.59,100.85,42.72,320,240
motion_0062.jpg,1841.57,78.19,57.97,101.39,42.91,320,240
motion_0063.jpg,1889.31,79.19,58.02,103.1,43.47,320,240
motion_0064.jpg,2082.3,80.09,58.5,107.42,45.63,320,240
motion_0065.jpg,2084.69,79.59,57.81,107.63,45.66,320,240
motion_0066.jpg,2099.38,80.37,57.75,108.25,45.82,320,240
motion_0067.jpg,2104.69,80.56,57.92,108.5,45.88,320,240
motion_0068.jpg,2107.29,80.69,57.86,108.44,45.91,320,240
motion_0069.jpg,2092.96,81.57,57.73,108.26,45.75,320,240
motion_0070.jpg,2227.95,83.22,58.96,111.0,47.2,320,240
motion_0071.jpg,2226.68,83.5,59.05,110.78,47.19,320,240
motion_0072.jpg,2232.43,83.64,59.13,110.85,47.25,320,240
motion_0073.jpg,2235.55,83.51,59.02,110.88,47.28,320,240
motion_0074.jpg,2230.65,83.34,58.93,110.96,47.23,320,240
motion_0075.jpg,2231.83,83.37,58.91,111.03,47.24,320,240
motion_0076.jpg,2263.05,83.79,59.03,111.83,47.57,320,240
motion_0077.jpg,2260.98,83.84,59.03,111.56,47.55,320,240
motion_0078.jpg,2268.31,83.89,59.12,111.74,47.63,320,240
motion_0079.jpg,2269.65,83.94,59.2,111.91,47.64,320,240
motion_0080.jpg,2269.13,84.0,59.29,111.85,47.64,320,240
motion_0081.jpg,2276.51,83.9,59.17,112.06,47.71,320,240
motion_0082.jpg,2314.97,84.06,59.23,112.49,48.11,320,240
motion_0083.jpg,2321.18,83.93,58.97,112.49,48.18,320,240
motion_0084.jpg,2326.66,83.69,58.77,112.45,48.24,320,240
motion_0085.jpg,2303.21,83.53,58.73,111.69,47.99,320,240
motion_0086.jpg,2311.69,83.54,58.83,111.53,48.08,320,240
