Frame,Blur,Brightness,Contrast,Sharpness,Noise,Width,Height
motion_0384.jpg,2106.6,100.6,86.31,101.59,45.9,320,240
motion_0385.jpg,2098.17,100.4,86.23,101.14,45.81,320,240
motion_0386.jpg,2089.04,100.2,86.11,100.82,45.71,320,240
motion_0387.jpg,2080.48,100.37,86.17,100.65,45.61,320,240
motion_0388.jpg,2048.65,100.54,86.3,100.32,45.26,320,240
motion_0389.jpg,2053.21,100.58,86.31,100.4,45.31,320,240
motion_0390.jpg,2063.36,100.53,86.22,100.74,45.42,320,240
motion_0391.jpg,2071.64,100.61,86.21,100.86,45.52,320,240
motion_0392.jpg,2098.07,100.79,86.25,101.63,45.8,320,240
motion_0393.jpg,2095.06,100.88,86.28,101.93,45.77,320,240
motion_0394.jpg,2104.6,100.91,86.32,102.18,45.88,320,240
motion_0395.jpg,2099.18,100.91,86.33,102.05,45.82,320,240
motion_0396.jpg,1603.18,102.61,86.42,85.48,40.04,320,240
motion_0397.jpg,1563.96,100.72,86.18,84.98,39.55,320,240
motion_0398.jpg,1552.35,101.85,87.49,84.34,39.4,320,240
motion_0399.jpg,1509.86,101.47,87.58,85.66,38.86,320,240
motion_0400.jpg,1501.69,102.29,88.56,85.05,38.75,320,240
motion_0401.jpg,1588.93,102.68,88.98,89.74,39.86,320,240
motion_0402.jpg,1617.23,103.28,89.41,90.45,40.21,320,240
motion_0403.jpg,1704.0,103.24,89.58,92.73,41.28,320,240
motion_0404.jpg,1756.04,102.91,89.54,93.97,41.91,320,240
motion_0405.jpg,1775.6,102.12,89.19,94.97,42.14,320,240
motion_0406.jpg,1793.52,101.63,89.04,95.81,42.35,320,240
motion_0407.jpg,1821.8,101.4,88.97,96.62,42.68,320,240
motion_0408.jpg,1820.8,101.46,89.02,96.29,42.67,320,240
motion_0409.jpg,1833.56,101.45,89.05,96.6,42.82,320,240
motion_0410.jpg,1838.61,101.54,89.12,96.6,42.88,320,240
motion_0411.jpg,1848.29,101.57,89.17,96.81,42.99,320,240
motion_0412.jpg,1857.3,101.81,89.37,97.34,43.1,320,240
motion_0413.jpg,1873.98,101.95,89.49,97.8,43.29,320,240
motion_0414.jpg,1888.66,102.06,89.65,98.0,43.46,320,240
motion_0415.jpg,1894.45,102.08,89.72,98.14,43.53,320,240
motion_0416.jpg,1876.1,102.24,89.93,97.97,43.31,320,240
motion_0417.jpg,1880.15,101.89,89.88,97.86,43.36,320,240
motion_0418.jpg,1860.16,101.59,89.79,97.76,43.13,320,240
motion_0419.jpg,1855.12,101.56,89.75,97.9,43.07,320,240
motion_0420.jpg,1854.72,101.35,89.63,98.17,43.07,320,240
motion_0421.jpg,1855.38,101.32,89.63,98.25,43.07,320,240
motion_0422.jpg,1841.96,101.07,89.52,97.5,42.92,320,240
motion_0423.jpg,1813.84,101.0,89.41,96.57,42.59,320,240
motion_0424.jpg,1823.75,101.08,89.41,96.55,42.71,320,240
motion_0425.jpg,1827.39,100.87,89.29,96.31,42.75,320,240
motion_0426.jpg,1828.37,100.73,89.29,96.17,42.76,320,240
motion_0427.jpg,1826.87,100.55,89.28,95.93,42.74,320,240
motion_0428.jpg,1836.28,100.4,89.28,95.97,42.85,320,240
motion_0429.jpg,1839.08,100.25,89.19,96.01,42.88,320,240
motion_0430.jpg,1834.02,100.02,89.16,96.07,42.83,320,240
motion_0431.jpg,1831.88,99.97,89.13,96.17,42.8,320,240
motion_0432.jpg,1840.79,99.5,88.97,96.28,42.9,320,240
motion_0433.jpg,1855.28,99.3,89.0,96.63,43.07,320,240
motion_0434.jpg,1842.04,99.19,89.04,95.94,42.92,320,240
motion_0435.jpg,1844.66,99.47,89.23,96.14,42.95,320,240
motion_0436.jpg,1833.75,99.96,89.49,96.09,42.82,320,240
motion_0437.jpg,1831.33,100.02,89.47,96.31,42.79,320,240
motion_0438.jpg,1828.9,100.4,89.68,96.84,42.77,320,240
motion_0439.jpg,1851.7,100.75,89.85,98.11,43.03,320,240
motion_0440.jpg,1839.49,100.75,89.86,97.86,42.89,320,240
motion_0441.jpg,1845.27,101.1,89.97,98.25,42.96,320,240
motion_0442.jpg,1842.44,101.54,90.12,97.45,42.92,320,240
motion_0443.jpg,1821.56,101.92,90.3,96.44,42.68,320,240
motion_0444.jpg,1808.74,102.19,90.51,96.14,42.53,320,240
motion_0445.jpg,1810.92,102.64,90.69,96.45,42.55,320,240
motion_0446.jpg,1805.73,101.98,90.32,96.29,42.49,320,240
motion_0447.jpg,1820.84,101.87,90.32,96.47,42.67,320,240
motion_0448.jpg,1834.7,101.71,90.2,96.83,42.83,320,240
motion_0449.jpg,1834.26,101.83,90.24,96.82,42.83,320,240
motion_0450.jpg,1851.92,101.99,90.27,96.79,43.03,320,240
motion_0451.jpg,1850.08,102.21,90.24,96.57,43.01,320,240
motion_0452.jpg,1853.17,102.36,90.23,96.09,43.05,320,240
motion_0453.jpg,1849.34,102.46,90.24,95.91,43.0,320,240
motion_0454.jpg,1856.45,102.57,90.25,96.14,43.09,320,240
motion_0455.jpg,1839.72,102.83,90.31,96.12,42.89,320,240
motion_0456.jpg,1844.77,103.13,90.41,96.51,42.95,320,240
motion_0457.jpg,1842.46,103.41,90.55,96.28,42.92,320,240
motion_0458.jpg,1848.68,103.46,90.58,96.6,43.0,320,240
motion_0459.jpg,1847.46,103.44,90.61,96.61,42.98,320,240
motion_0460.jpg,1844.61,102.94,90.38,96.59,42.95,320,240
motion_0461.jpg,1804.06,102.93,90.35,95.86,42.47,320,240
motion_0462.jpg,1780.43,102.29,89.96,95.98,42.2,320,240
motion_0463.jpg,1789.76,101.63,89.52,96.19,42.31,320,240
motion_0464.jpg,1800.25,101.03,89.12,96.06,42.43,320,240
motion_0465.jpg,1805.65,100.79,88.97,95.86,42.49,320,240
motion_0466.jpg,1833.75,100.58,88.85,96.16,42.82,320,240
motion_0467.jpg,1841.11,100.64,88.84,95.8,42.91,320,240
motion_0468.jpg,1844.05,100.97,88.95,95.92,42.94,320,240
motion_0469.jpg,1840.51,101.07,88.98,95.9,42.9,320,240
motion_0470.jpg,1838.38,100.97,88.8,95.8,42.88,320,240
motion_0471.jpg,1835.96,101.0,88.74,96.03,42.85,320,240
motion_0472.jpg,1840.69,100.96,88.71,96.35,42.9,320,240
motion_0473.jpg,1838.18,100.85,88.63,96.77,42.87,320,240
motion_0474.jpg,1844.01,100.61,88.52,96.56,42.94,320,240
motion_0475.jpg,1839.63,100.6,88.56,96.4,42.89,320,240
motion_0476.jpg,1833.99,100.74,88.65,96.33,42.83,320,240
motion_0477.jpg,1837.82,100.64,88.61,96.31,42.87,320,240
motion_0478.jpg,1842.77,100.63,88.58,96.39,42.93,320,240
motion_0479.jpg,1831.93,100.52,88.45,95.88,42.8,320,240
motion_0480.jpg,1829.77,100.55,88.45,95.93,42.78,320,240
motion_0481.jpg,1822.97,100.37,88.34,95.17,42.7,320,240
motion_0482.jpg,2138.18,62.84,58.26,63.51,46.24,320,240
motion_0483.jpg,2138.9,62.85,58.22,63.52,46.25,320,240
motion_0484.jpg,2142.41,62.29,57.6,63.35,46.29,320,240
motion_0485.jpg,2150.54,62.62,58.07,63.64,46.37,320,240
motion_0486.jpg,2143.91,62.88,58.26,63.69,46.3,320,240
motion_0487.jpg,2146.22,62.98,58.31,63.71,46.33,320,240
motion_0488.jpg,2123.57,63.89,58.94,63.21,46.08,320,240
motion_0489.jpg,2125.85,63.9,58.93,63.21,46.11,320,240
motion_0490.jpg,2125.74,63.62,58.64,63.22,46.11,320,240
motion_0491.jpg,2126.88,62.83,57.95,63.13,46.12,320,240
motion_0492.jpg,2135.11,63.11,58.38,63.25,46.21,320,240
motion_0493.jpg,2132.43,62.96,58.29,63.25,46.18,320,240
motion_0494.jpg,2134.42,62.74,58.13,63.17,46.2,320,240
motion_0495.jpg,2127.9,62.34,57.71,63.12,46.13,320,240
motion_0496.jpg,2133.03,62.2,57.64,63.18,46.18,320,240
motion_0497.jpg,2127.77,61.67,57.17,63.03,46.13,320,240
motion_0498.jpg,2130.75,61.59,57.16,63.05,46.16,320,240
motion_0499.jpg,2132.43,61.45,57.1,62.99,46.18,320,240
motion_0500.jpg,2128.98,61.38,57.02,62.91,46.14,320,240
motion_0501.jpg,2119.28,61.63,57.29,62.86,46.04,320,240
motion_0502.jpg,2123.8,61.94,57.61,62.86,46.08,320,240
motion_0503.jpg,2125.87,61.78,57.39,62.76,46.11,320,240
motion_0504.jpg,2141.85,61.89,57.58,62.83,46.28,320,240
motion_0505.jpg,2135.78,62.15,57.92,62.84,46.21,320,240
motion_0506.jpg,2137.95,62.37,58.17,62.94,46.24,320,240
motion_0507.jpg,2141.99,61.64,57.44,62.74,46.28,320,240
motion_0508.jpg,2141.33,61.69,57.54,62.79,46.27,320,240
motion_0509.jpg,2128.18,61.2,56.84,62.48,46.13,320,240
motion_0510.jpg,2139.95,61.28,57.02,62.55,46.26,320,240
motion_0511.jpg,2142.97,62.33,58.13,62.87,46.29,320,240
motion_0512.jpg,2117.33,63.56,58.9,62.47,46.01,320,240
motion_0513.jpg,2110.92,62.55,57.8,62.09,45.94,320,240
motion_0514.jpg,2142.41,62.47,58.48,62.7,46.29,320,240
motion_0515.jpg,2164.11,62.3,58.53,63.27,46.52,320,240
motion_0516.jpg,2146.31,61.9,57.59,62.27,46.33,320,240
motion_0517.jpg,2130.88,61.82,57.58,61.99,46.16,320,240
motion_0518.jpg,2143.09,62.58,58.62,62.4,46.29,320,240
motion_0519.jpg,2131.07,61.83,57.66,62.11,46.16,320,240
motion_0520.jpg,2144.26,62.62,58.75,62.52,46.31,320,240
motion_0521.jpg,2119.53,61.95,57.55,61.84,46.04,320,240
motion_0522.jpg,2139.97,61.97,57.96,62.14,46.26,320,240
motion_0523.jpg,2098.11,60.67,56.33,60.89,45.81,320,240
motion_0524.jpg,2117.61,61.65,57.69,61.41,46.02,320,240
motion_0525.jpg,955.79,85.88,62.56,25.57,30.92,320,240
motion_0526.jpg,968.94,84.55,61.59,26.33,31.13,320,240
motion_0527.jpg,980.01,82.91,60.31,27.1,31.31,320,240
motion_0528.jpg,978.19,82.8,60.31,26.83,31.28,320,240
motion_0529.jpg,986.9,84.12,61.07,26.8,31.41,320,240
motion_0530.jpg,984.23,85.38,62.11,26.62,31.37,320,240
motion_0531.jpg,986.5,85.09,62.15,26.83,31.41,320,240
motion_0532.jpg,987.18,84.03,61.57,26.87,31.42,320,240
motion_0533.jpg,991.11,83.26,61.03,27.32,31.48,320,240
motion_0534.jpg,996.22,82.29,60.26,27.48,31.56,320,240
motion_0535.jpg,1000.92,82.3,60.04,27.86,31.64,320,240
motion_0536.jpg,1005.33,81.89,59.72,28.02,31.71,320,240
motion_0537.jpg,1008.82,81.53,59.59,28.48,31.76,320,240
motion_0538.jpg,1021.48,81.28,59.46,29.08,31.96,320,240
motion_0539.jpg,1030.72,81.51,59.71,29.05,32.1,320,240
motion_0540.jpg,1035.59,82.49,60.29,28.82,32.18,320,240
motion_0541.jpg,1038.75,84.27,61.42,28.24,32.23,320,240
motion_0542.jpg,1041.8,85.07,61.92,28.01,32.28,320,240
motion_0543.jpg,1036.68,85.1,61.86,27.75,32.2,320,240
motion_0544.jpg,1031.63,84.29,61.26,28.04,32.12,320,240
motion_0545.jpg,1025.73,84.16,61.23,27.56,32.03,320,240
motion_0546.jpg,1025.64,82.78,60.42,27.87,32.03,320,240
motion_0547.jpg,1040.83,81.62,59.59,28.95,32.26,320,240
motion_0548.jpg,1040.41,82.0,59.92,28.84,32.26,320,240
motion_0549.jpg,1035.96,83.1,60.66,28.55,32.19,320,240
motion_0550.jpg,993.25,85.19,61.98,27.21,31.52,320,240
motion_0551.jpg,988.44,85.87,62.42,27.1,31.44,320,240
motion_0552.jpg,1018.32,85.35,62.04,27.44,31.91,320,240
motion_0553.jpg,1015.0,84.8,61.71,27.51,31.86,320,240
motion_0554.jpg,1017.46,80.73,59.41,28.37,31.9,320,240
motion_0555.jpg,1029.18,79.96,58.74,28.9,32.08,320,240
motion_0556.jpg,1040.67,80.16,58.74,29.36,32.26,320,240
motion_0557.jpg,1055.5,80.72,59.26,29.91,32.49,320,240
motion_0558.jpg,1063.55,82.19,60.19,29.84,32.61,320,240
motion_0559.jpg,1066.89,85.65,62.33,28.67,32.66,320,240
motion_0560.jpg,1073.8,87.73,63.73,28.2,32.77,320,240
motion_0561.jpg,1069.13,88.64,64.26,27.71,32.7,320,240
motion_0562.jpg,1020.03,83.24,60.46,27.68,31.94,320,240
motion_0563.jpg,1024.12,82.85,60.25,27.73,32.0,320,240
motion_0564.jpg,1026.98,82.81,60.19,27.83,32.05,320,240
motion_0565.jpg,1034.94,82.59,60.11,28.83,32.17,320,240
motion_0566.jpg,1035.42,84.11,61.41,28.24,32.18,320,240
motion_0567.jpg,1041.24,85.26,62.43,27.81,32.27,320,240
motion_0568.jpg,1043.25,87.23,63.44,27.22,32.3,320,240
motion_0569.jpg,1040.28,87.65,63.56,26.89,32.25,320,240
motion_0570.jpg,1035.5,87.18,63.09,26.92,32.18,320,240
motion_0571.jpg,1037.46,87.36,63.21,26.72,32.21,320,240
motion_0572.jpg,1018.3,85.91,62.28,26.53,31.91,320,240
motion_0573.jpg,1018.62,85.63,61.97,26.73,31.92,320,240
motion_0574.jpg,1014.43,86.45,62.56,26.33,31.85,320,240
motion_0575.jpg,1012.86,86.41,62.61,26.22,31.83,320,240
motion_0576.jpg,1011.98,85.67,62.21,26.41,31.81,320,240
motion_0577.jpg,1013.64,84.52,61.51,26.86,31.84,320,240
motion_0578.jpg,1012.2,83.66,60.82,27.45,31.82,320,240
motion_0579.jpg,1013.76,81.37,59.55,27.96,31.84,320,240
motion_0580.jpg,1019.34,80.64,59.05,28.61,31.93,320,240
motion_0581.jpg,1025.85,81.28,59.42,28.48,32.03,320,240
motion_0582.jpg,1025.59,84.08,61.07,27.58,32.02,320,240
motion_0583.jpg,1023.95,86.91,62.93,26.2,32.0,320,240
motion_0584.jpg,1025.56,85.82,62.2,26.59,32.02,320,240
motion_0585.jpg,1029.4,85.76,62.09,26.8,32.08,320,240
motion_0586.jpg,1022.94,87.79,63.44,26.32,31.98,320,240
motion_0587.jpg,1035.27,88.4,63.86,25.94,32.18,320,240
motion_0588.jpg,1019.21,86.97,63.09,25.61,31.93,320,240
motion_0589.jpg,982.1,87.3,63.2,25.09,31.34,320,240
motion_0590.jpg,981.63,87.15,63.13,24.8,31.33,320,240
motion_0591.jpg,983.54,87.4,63.33,24.89,31.36,320,240
motion_0592.jpg,976.98,87.57,63.39,24.74,31.26,320,240
motion_0593.jpg,977.88,86.1,62.38,25.08,31.27,320,240
motion_0594.jpg,982.65,85.91,62.14,24.9,31.35,320,240
motion_0595.jpg,988.22,87.38,63.33,25.15,31.44,320,240
motion_0596.jpg,988.45,87.46,63.32,24.9,31.44,320,240
motion_0597.jpg,986.43,87.03,63.07,24.7,31.41,320,240
motion_0598.jpg,973.82,86.18,62.46,25.13,31.21,320,240
motion_0599.jpg,974.43,85.94,62.28,25.09,31.22,320,240
motion_0600.jpg,1023.16,84.5,61.39,26.63,31.99,320,240
motion_0601.jpg,1023.93,85.44,62.04,26.33,32.0,320,240
